Trump,Warren
0.0,0
0.0,-0.023333333333333327
0.0,-0.023333333333333327
0.0,-0.023333333333333327
0.0,-0.023333333333333327
-0.0955,-0.023333333333333327
-0.0955,0.22666666666666668
0.40449999999999997,0.22666666666666668
0.9045,0.22666666666666668
0.9045,0.22666666666666668
0.8711666666666666,0.22666666666666668
0.8711666666666666,-0.2733333333333333
0.8711666666666666,-0.2733333333333333
0.7211666666666666,-0.2733333333333333
0.5961666666666666,-0.2733333333333333
0.5961666666666666,0.42666666666666664
0.5961666666666666,0.42666666666666664
0.5961666666666666,0.42666666666666664
-0.4038333333333334,0.42666666666666664
-0.30383333333333334,0.42666666666666664
-0.8038333333333334,0.42666666666666664
-0.4705000000000001,0.42666666666666664
-0.4705000000000001,0.42666666666666664
-0.4705000000000001,0.42666666666666664
-0.4705000000000001,0.5766666666666667
-0.4705000000000001,0.44333333333333336
-0.1847857142857144,0.44333333333333336
-0.1847857142857144,0.6661904761904762
0.06521428571428561,0.6661904761904762
0.06521428571428561,0.6661904761904762
0.06521428571428561,0.09952380952380968
-0.1597857142857144,0.09952380952380968
-0.1597857142857144,0.09952380952380968
-0.31811904761904775,0.09952380952380968
-0.31811904761904775,0.09952380952380968
-0.31811904761904775,-0.4004761904761903
-0.31811904761904775,-0.4004761904761903
-0.31811904761904775,0.09952380952380968
-0.31811904761904775,-0.4004761904761903
-0.7181190476190478,-0.4004761904761903
-0.7181190476190478,-0.42380952380952364
-0.7181190476190478,-0.42380952380952364
-0.7181190476190478,-0.42380952380952364
-0.7181190476190478,-0.42380952380952364
-0.7181190476190478,-0.42380952380952364
-1.2181190476190478,-0.42380952380952364
-1.2181190476190478,-0.42380952380952364
-0.9681190476190478,-0.42380952380952364
-0.9681190476190478,-0.42380952380952364
-0.7681190476190478,-0.42380952380952364
-0.7681190476190478,-0.42380952380952364
-0.7681190476190478,0.2761904761904763
-0.7681190476190478,0.2761904761904763
-0.7681190476190478,-0.03630952380952368
-1.0806190476190478,-0.03630952380952368
-1.0806190476190478,-0.03630952380952368
-1.0806190476190478,-0.03630952380952368
-1.0806190476190478,-0.03630952380952368
-0.8806190476190479,-0.03630952380952368
-0.8806190476190479,-0.03630952380952368
-0.8806190476190479,-0.03630952380952368
